,CID,smiles_repr,selfies_repr,h_acc,h_don,C,H,O,N,P,Cl,S,Se,As,Br,Ca,Co,Fe,Hg,I,K,Mg,Na,Ni,W,B,F,Si,Te,Al
1908,1909,C1C2C(C(C(O2)NC3=C4C(=NC=N3)N(C5C(C(C(O5)COP(=O)(O1)OP(=O)(O)O)O)O)C(=N4)N)O)O,[C][C][C][Branch2][=Branch1][=Branch2][C][Branch2][=Branch1][Ring2][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=C][C][=Branch1][=Branch1][=N][C][=N][Ring1][=Branch1][N][Branch2][Ring2][#Branch1][C][C][Branch2][Ring1][P][C][Branch2][Ring1][N][C][Branch1][Ring2][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][Branch1][O][Ring2][Ring1][Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][C][=Branch1][Branch1][=N][Ring2][Ring1][=Branch2][N][O][O],8,18,15,22,13,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,1910,C1C2C(C(C(O2)[N-]C3=C4C(=NC=N3)N(C5C(C(C(O5)COP(=O)(O1)OP(=O)(O)O)O)O)C(=N4)N[N+]#N)O)O,[C][C][C][Branch2][=Branch1][O][C][Branch2][=Branch1][=Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N-1][C][=C][C][=Branch1][=Branch1][=N][C][=N][Ring1][=Branch1][N][Branch2][Ring2][#Branch1][C][C][Branch2][Ring1][P][C][Branch2][Ring1][N][C][Branch1][Ring2][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][Branch1][O][Ring2][Ring1][Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][C][=Branch1][Branch1][=N][Ring2][Ring1][=Branch2][N][N+1][#N][O][O],7,19,15,20,13,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,1911,C1C2C(C(C(O2)NC3=C4C(=NC=N3)N(C5C(C(C(O5)COP(=O)(O1)OP(=O)(O)O)O)O)C(=N4)N[N+]#N)O)O,[C][C][C][Branch2][=Branch1][O][C][Branch2][=Branch1][=Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=C][C][=Branch1][=Branch1][=N][C][=N][Ring1][=Branch1][N][Branch2][Ring2][#Branch1][C][C][Branch2][Ring1][P][C][Branch2][Ring1][N][C][Branch1][Ring2][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][Branch1][O][Ring2][Ring1][Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][C][=Branch1][Branch1][=N][Ring2][Ring1][=Branch2][N][N+1][#N][O][O],8,19,15,21,13,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,1912,C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)[O-],[C][C][C][Branch2][Ring1][=N][C][Branch2][Ring1][Branch2][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=N][C][=Branch1][=Branch2][=C][Ring1][=Branch1][N][=C][Ring1][=Branch2][Br][N][O][O][P][=Branch1][C][=O][Branch1][Branch1][O][Ring2][Ring1][=Branch1][O-1],2,10,10,10,6,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,1913,C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)O,[C][C][C][Branch2][Ring1][=N][C][Branch2][Ring1][Branch2][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=N][C][=Branch1][=Branch2][=C][Ring1][=Branch1][N][=C][Ring1][=Branch2][Br][N][O][O][P][=Branch1][C][=O][Branch1][Branch1][O][Ring2][Ring1][=Branch1][O],3,10,10,11,6,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,1914,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)NBr,[C][=N][C][=Branch2][Branch1][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][Branch1][C][=N][Ring1][=Branch1][C][C][Branch2][Ring1][=C][C][Branch2][Ring1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][N][Br],6,14,10,14,10,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,1915,C1C2C(C(C(O2)N3C4=C(C(=O)N=C(N4)N)N=C3Br)O)OP(=O)(O1)O,[C][C][C][Branch2][Ring2][C][C][Branch2][Ring1][=N][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][=C][Branch1][Ring2][N][Ring1][#Branch1][N][N][=C][Ring1][O][Br][O][O][P][=Branch1][C][=O][Branch1][Branch1][O][Ring2][Ring1][#Branch1][O],4,8,10,11,7,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,1916,C(C1C(C(C(O1)N2C3=C(C(=O)N=C(N3)N)N=C2Br)O)O)OP(=O)(O)O,[C][Branch2][Ring2][Branch2][C][C][Branch2][Ring2][C][C][Branch2][Ring1][=N][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][=C][Branch1][Ring2][N][Ring1][#Branch1][N][N][=C][Ring1][O][Br][O][O][O][P][=Branch1][C][=O][Branch1][C][O][O],6,9,10,13,8,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,1917,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3CCCC3,[C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][N][C][=Branch1][Ring2][=N][Ring1][O][C][C][C][C][C][Ring1][Branch1],1,3,12,16,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,1918,CC1=CC2=C(C=C1N(C)C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,[C][C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][N][Branch2][Ring1][C][C][=N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][=N][Ring1][P][C][C][Branch2][Branch1][#C][C][Branch2][Branch1][#Branch2][C][Branch2][Branch1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][O][O][O],9,21,28,36,15,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,1919,C=CC1=C2C(=C3C=CC=C(C3=N2)O)C=CN1,[C][=C][C][=C][C][=Branch1][#C][=C][C][=C][C][=C][Branch1][#Branch1][C][Ring1][=Branch1][=N][Ring1][=Branch2][O][C][=C][N][Ring1][=C],2,2,13,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,1920,C(C1C(C(C(O1)N2C3=C(C(=O)N=C(N3)N)N=C2S)O)O)O,[C][Branch2][Ring2][Branch2][C][C][Branch2][Ring2][C][C][Branch2][Ring1][=N][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][=C][Branch1][Ring2][N][Ring1][#Branch1][N][N][=C][Ring1][O][S][O][O][O],6,7,10,13,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,1921,CCCCN1C(=O)C(C(=O)C2=C1N=C(N2)COC)C,[C][C][C][C][N][C][=Branch1][C][=O][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][=C][Ring1][Branch2][N][=C][Branch1][Ring2][N][Ring1][Branch1][C][O][C][C],1,4,13,19,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,1922,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3=CC=CC=C3,[C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][N][C][=Branch1][Ring2][=N][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],1,3,13,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,1923,C1=CC2=C(C(=C1)O)N=CC=C2,[C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][N][=C][C][=C][Ring1][=Branch2],1,2,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,1924,C1C2C(C(C(O2)N3C(=NC4=C(N=CN=C43)N)CS)O)OP(=O)(O1)O,[C][C][C][Branch2][Ring1][S][C][Branch2][Ring1][O][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=Branch1][#C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][C][S][O][O][P][=Branch1][C][=O][Branch1][Branch1][O][Ring2][Ring1][#Branch1][O],4,11,11,14,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,1925,CC1(C(=NC2=C(N1)NC(=NC2=O)N)CO)CCC3=CC=CC=C3,[C][C][Branch2][Ring1][=Branch2][C][=Branch2][Ring1][Ring1][=N][C][=C][Branch1][Ring2][N][Ring1][=Branch1][N][C][=Branch1][=Branch1][=N][C][Ring1][#Branch1][=O][N][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],4,4,16,19,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,1926,CCCCCC=CCC=CCC(C=CC=CCCCC(=O)O)O,[C][C][C][C][C][C][=C][C][C][=C][C][C][Branch1][=N][C][=C][C][=C][C][C][C][C][=Branch1][C][=O][O][O],2,3,20,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,1927,CCCCCC=CC=CC(CCCCCCCC(=O)O)O,[C][C][C][C][C][C][=C][C][=C][C][Branch1][=N][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][O],2,3,18,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,1928,CCCCCC=CC=CC(CCCCCCCC(=O)O)OO,[C][C][C][C][C][C][=C][C][=C][C][Branch1][=N][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][O][O],2,4,18,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,1929,CCCCCC=CCC1C(O1)CCCCCCCC(=O)O,[C][C][C][C][C][C][=C][C][C][C][Branch1][Ring2][O][Ring1][Ring1][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],1,3,18,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,1930,CCCCCCCCC=CCCCCCCCC(=O)N,[C][C][C][C][C][C][C][C][C][=C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N],1,1,18,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,1931,CCCCCC#CCC#CCCCCCCCC(=O)O,[C][C][C][C][C][C][#C][C][C][#C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],1,2,18,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,1932,C1CCOC(C1)N2C=NC3=C(N=CN=C32)N,[C][C][C][O][C][Branch1][Ring2][C][Ring1][=Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N],1,5,10,13,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,1933,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCC4=CC=CC=C4,[C][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][#Branch1][=C][Ring1][#Branch2][C][Ring1][=C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1,2,20,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,1934,CC1=CC(=CC(=C1C=CC(=CC=CC(C)CC(=O)O)C)C)O,[C][C][=C][C][=Branch2][Ring1][=N][=C][C][=Branch2][Ring1][#Branch1][=C][Ring1][=Branch1][C][=C][C][=Branch1][=C][=C][C][=C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][C][O],2,3,19,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,1935,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,[C][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][#Branch1][=C][Ring1][#Branch2][C][Ring1][=C][N],1,2,13,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,1936,CC(=O)NC1C(C=C(OC1C(C(CN)O)O)C(=O)O)O,[C][C][=Branch1][C][=O][N][C][C][Branch2][Ring1][Branch2][C][=C][Branch1][#C][O][C][Ring1][=Branch1][C][Branch1][#Branch1][C][Branch1][Ring1][C][N][O][O][C][=Branch1][C][=O][O][O],6,8,11,18,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,1937,CN(C)CCNC(=O)C1=C2C(=CC=C1)N=C3C=CC=C(C3=N2)Br,[C][N][Branch1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N][=C][C][=C][C][=C][Branch1][#Branch1][C][Ring1][=Branch1][=N][Ring1][=N][Br],1,4,17,17,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,1938,C1=C(C2=C(N1)C(=O)N=CN2)C3C(C(C(O3)CO)O)O,[C][=C][Branch1][P][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=Branch1][C][=O][N][=C][N][Ring1][Branch2][C][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O],5,5,11,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,1939,CC(=O)NC1C(CC(OC1C(C(CN)O)O)(C(=O)O)OC)O,[C][C][=Branch1][C][=O][N][C][C][Branch2][Ring1][N][C][C][Branch1][#C][O][C][Ring1][=Branch1][C][Branch1][#Branch1][C][Branch1][Ring1][C][N][O][O][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][O],6,9,12,22,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,1940,CC(=O)OC1C(C2C(CCC(C2(C3C1(OC(CC3=O)(C)C=C)C)C)O)(C)C)O,[C][C][=Branch1][C][=O][O][C][C][Branch2][Ring2][=N][C][C][Branch2][Ring2][Ring2][C][C][C][Branch2][Ring1][=N][C][Ring1][=Branch1][Branch2][Ring1][=Branch1][C][C][Ring1][#Branch2][Branch1][#C][O][C][Branch1][=Branch1][C][C][Ring1][=Branch1][=O][Branch1][C][C][C][=C][C][C][O][Branch1][C][C][C][O],2,6,22,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,1941,COC1=C(C=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O)O,[C][O][C][=C][Branch2][Ring2][Branch2][C][=C][C][=C][C][=Branch1][#C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][#Branch2][N+1][=Branch1][C][=O][O-1][C][=Branch1][O][=C][C][=C][Ring1][N][O][C][O][Ring1][Branch1][C][=Branch1][C][=O][O][O],2,8,17,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1942,CC(CN1C=NC2=C(N=CN=C21)N)O,[C][C][Branch2][Ring1][C][C][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O],2,5,8,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1943,CC(=CCCC(=CCCC(=CCONC(=O)CP(=O)(O)O)C)C)C,[C][C][=Branch2][Ring2][C][=C][C][C][C][=Branch2][Ring1][#Branch2][=C][C][C][C][=Branch2][Ring1][C][=C][C][O][N][C][=Branch1][C][=O][C][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C],3,5,17,30,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,1944,CC1=CC=CC=C1CC(=O)NC2=CC(=C(C(=C2)C)S(=O)(=O)NCC(=O)O)C,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C][=C][C][=Branch2][Ring1][=Branch2][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][C],3,6,19,22,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,1945,CCC(CC1=CC=CC=C1)C2=CC(=O)C(=C(O2)O)C(C3C=C3)C4=CC(=CC=C4)NC(=O)CCNC(=O)OC(C)(C)C,[C][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][C][=Branch1][Branch2][=C][Branch1][Ring2][O][Ring1][#Branch1][O][C][Branch1][=Branch1][C][C][=C][Ring1][Ring1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C],3,6,33,38,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,1946,CN(C)CCCOC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)OCCCN(C)C,[C][N][Branch1][C][C][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=C][Branch1][Ring2][N][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][N][Branch1][C][C][C],2,6,36,40,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,1947,CC1=NC=C(C(=C1O)CNC(CO)C(=O)O)COP(=O)(O)O,[C][C][=N][C][=C][Branch2][Ring1][Ring2][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][C][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O],6,10,11,17,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,1948,C1CN(CCC1C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)NCC(=O)O,[C][C][N][Branch1][=C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O],2,6,19,22,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,1949,CN(CCCCCCOC1=CC(=C(C=C1)C(=O)C2=CC=C(C=C2)Br)F)CC=C,[C][N][Branch2][Ring2][Branch1][C][C][C][C][C][C][O][C][=C][C][=Branch2][Ring1][#Branch1][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br][F][C][C][=C],0,4,23,27,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1949,1950,C1=CC=C(C=C1)COC(=O)NCP(=O)(O)O,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][=Branch1][C][=O][N][C][P][=Branch1][C][=O][Branch1][C][O][O],3,5,9,12,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,1951,CNC(CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)C(C(F)(F)F)(F)F,[C][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=Branch1][C][=O][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],3,9,28,29,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1951,1952,C[Se]CC(=O)[O-],[C][Se][C][C][=Branch1][C][=O][O-1],0,2,3,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,1953,C[Se]CC(=O)O,[C][Se][C][C][=Branch1][C][=O][O],1,2,3,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,1954,C[Te]CC(=O)[O-],[C][Te][C][C][=Branch1][C][=O][O-1],0,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1954,1955,C[Te]CC(=O)O,[C][Te][C][C][=Branch1][C][=O][O],1,2,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1955,1956,C1=CC=C(C=C1)COC(=O)NC(C2=CC=C(C=C2)C(=N)N)P(=O)(O)O,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][=Branch1][C][=O][N][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=N][N][P][=Branch1][C][=O][Branch1][C][O][O],5,6,16,18,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,1957,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)NCCNC3=CC=NC=C3,[C][C][C][Branch2][Ring1][Branch2][N][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][C][N][C][=C][C][=N][C][=C][Ring1][=Branch1],3,5,21,27,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,1958,C1C(C(C(C1N2C=C(C3=C(N=CN=C32)N)I)O)O)N,[C][C][Branch2][Ring1][P][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Ring1][Branch1][N][C][=C][Branch1][=C][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][I][O][O][N],4,6,11,14,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1958,1959,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,[C][C][C][C][C][Branch2][Ring1][P][C][Branch2][Ring1][N][C][C][Branch2][Ring1][=Branch1][C][Branch1][Ring2][O][Ring1][=Branch1][C][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][N][Ring1][Branch1][C][C][O][C][Ring2][Ring1][=Branch1][C][C][=N][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][=C][C][=Branch1][=Branch2][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][N][C],3,8,29,37,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,1960,C1=CC2=C(C=CC=C2Cl)C(=C1)S(=O)(=O)NCCN,[C][=C][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Branch1][Ring2][=C][Ring1][O][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N],2,4,12,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,1961,C1C2CC3CC1CC(C2)(C3)C4CC5=C(C=CC(=C5O)O)C(O4)CN,[C][C][C][C][C][C][Ring1][=Branch1][C][C][Branch1][Ring2][C][Ring1][Branch2][Branch1][Ring2][C][Ring1][#Branch1][C][C][C][=C][Branch1][O][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][O][C][Branch1][Ring2][O][Ring1][N][C][N],3,4,20,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,1962,C1CNC1COC2=CN=CC=C2,[C][C][N][C][Ring1][Ring2][C][O][C][=C][N][=C][C][=C][Ring1][=Branch1],1,3,9,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1963,C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4Cl)CO,[C][C][=N][N][=C][Branch2][Ring1][S][N][Ring1][Branch1][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=Branch1][Ring2][=N][Ring1][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][O],1,4,17,12,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1964,CC1C2CCC(=O)CC2CC=CC3=C(C(=CC(=C3)O)O)C(=O)O1,[C][C][C][C][C][C][=Branch1][C][=O][C][C][Ring1][#Branch1][C][C][=C][C][=C][Branch1][=N][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][O][C][=Branch1][C][=O][O][Ring2][Ring1][=Branch1],2,5,18,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1965,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)[O-])NC,[C][C][C][C][C][Branch2][Ring1][P][C][Branch2][Ring1][N][C][C][Branch2][Ring1][=Branch1][C][Branch1][Ring2][O][Ring1][=Branch1][C][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][N][Ring1][Branch1][C][C][O][C][Ring2][Ring1][=Branch1][C][C][=N][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][=C][C][=Branch1][=Branch2][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1][N][C],2,8,29,36,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
